features,1_fold_column_mean,1_fold_column_std,2_fold_column_mean,2_fold_column_std,3_fold_column_mean,3_fold_column_std,4_fold_column_mean,4_fold_column_std,5_fold_column_mean,5_fold_column_std
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",0.01039465600397082,0.28599066713812205,0.01601745353105686,0.2921403176376665,0.011166040986514887,0.28458028129424723,0.013398989094374343,0.29555465065946923,0.02093608315129563,0.2901862605262662
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.007836786356163663,0.2745330428489192,0.013655747444401027,0.2787241196876217,0.00975206016475305,0.2719352780851509,0.0107961365549207,0.2827916875020585,0.018010880914288856,0.27806342422608604
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.005725544349014073,0.2685265134780162,0.01130854288072085,0.27008781283082073,0.007480123703218369,0.2649936710155866,0.007771320443851874,0.2750862530151902,0.015150365345382756,0.26973989356319644
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",0.00015558220893898116,0.5754847888810738,-0.0077253283776044955,0.4497904361876001,0.002738127845206109,0.5685466651042784,0.00737897605954513,0.6119095280974819,0.012742491488305831,0.37827532266184055
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",-0.12592876658920252,1.5418154619641704,-0.09861174751353867,1.574883923451455,-0.12513197431806564,1.5403838700204682,-0.11186828533205148,1.595728477437521,-0.06415816744480513,1.549379641792919
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",0.047404872691860674,1.3234956791409904,0.07340458708249012,1.3456707049273933,0.0561240836023851,1.3137822768335174,0.06184187984866212,1.3652853112322003,0.09594190471805368,1.3423546996557394
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",0.12787562384323425,1.295221327756884,0.15035504353649565,1.294893645550544,0.12477921582404508,1.2722980564781123,0.13366322915449558,1.322123644314014,0.16954012235442986,1.289007123803065
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",-0.2922408958945039,5.365010296298746,-0.3470571369803149,4.579224289027868,-0.2321066236226053,5.186303882738093,-0.24498555209674303,5.5189172192823115,-0.1943143046510964,3.9530338096675215
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",0.004754979691833415,0.14055769506799534,0.007688100708343695,0.14327572508061154,0.005279772117934606,0.1395566215816197,0.006260415319819028,0.1450345657075039,0.009911528897877159,0.1424227441729409
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",0.00392192376006141,0.13726116430641327,0.006832459949000015,0.13935127526299596,0.0048809713971094655,0.13595647151927892,0.005400120309055552,0.1413862676075931,0.009007013238451206,0.1390246581664419
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",0.003210758929804077,0.1352593592591674,0.006057545085582546,0.13653416019246076,0.004231056704052319,0.1336589402108685,0.004372081916896925,0.1388722862787183,0.00804657631740052,0.13648386690726774
"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",-0.000533542180046182,0.16394297937422506,-0.002319776961772872,0.13896096290863216,-0.0004551570181971798,0.16914764431828022,0.0026636560608034984,0.18172772478674976,0.003243559527356938,0.13628515935941346
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.06252837618668677,0.037965479695298406,0.06220533125134205,0.03693241691167129,0.06275084039929675,0.0365231621878182,0.06285274262173776,0.03732757765555477,0.06240737402145366,0.035671376521759716
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.04809329009774307,0.030714339682558062,0.048264149602551265,0.03016154597751841,0.048055506088552115,0.028987968476188574,0.04834079511966643,0.030276673564816226,0.048292658454128515,0.02947176031136365
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.04581344072544391,0.030231798986442626,0.045999018800835616,0.02969861259284378,0.0453381569303359,0.028438517231308576,0.046042161159766136,0.030379487658112762,0.0461538492807853,0.029504838637694927
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",0.13137778661612,0.25184528238157583,0.12744431852690374,0.2444588769526355,0.13037496395828302,0.2450415772631882,0.1368187579496883,0.27415674760126,0.1259299016235464,0.1954453281172434
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.021213816384896708,0.012663649120219198,0.02109503879040948,0.01229058438388232,0.021192479375737226,0.01206055747818272,0.02131176205010741,0.012381376837334064,0.02113764645692752,0.011840320074357195
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",0.017877910468335995,0.011087588225209664,0.0179021009419323,0.010873134620256988,0.017864864431878274,0.0104867915125726,0.017996693915170704,0.010950663573166331,0.017935184337148944,0.010567751348372132
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",0.017100148229598718,0.010830670828383607,0.017119351387083162,0.01057004262565546,0.01698023862255319,0.010203814102097586,0.017211062577050046,0.010786310827492528,0.017179276348084242,0.01047492968989205
"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",0.038127540780731065,0.06943619037391119,0.0359849557730091,0.05926106378863982,0.037505030745659015,0.06830199485336393,0.03934909557431967,0.07205445218322208,0.036798402758217684,0.05727309915533655
heartrate__approximate_entropy__m_2__r_0.1,0.8289189565647649,0.182750479750046,0.8299593471699206,0.17722872441041346,0.8318403316690209,0.1774807161178983,0.8326268217291061,0.17701052330184702,0.8327182477666444,0.17479293583223518
heartrate__approximate_entropy__m_2__r_0.3,0.7015161627287089,0.3053624776654286,0.6920058509756137,0.2987301813005048,0.6956526968308467,0.2997083238887023,0.7021867040070195,0.3024865334075428,0.6982266082989493,0.2980007750339182
heartrate__approximate_entropy__m_2__r_0.5,0.4729726863017815,0.25476798963137515,0.4647884497951754,0.2471585357422636,0.4668331170944217,0.2495971272003161,0.4746826862648211,0.2530013201704065,0.470440317636806,0.2491866999970845
heartrate__approximate_entropy__m_2__r_0.7,0.33256601198414937,0.19692348841041507,0.3257710936527153,0.19233760728446686,0.3256934856932629,0.1896838259021029,0.3325468080133885,0.1944277830384241,0.32834053141210584,0.19096333789133507
heartrate__approximate_entropy__m_2__r_0.9,0.2422092997616475,0.14992100393806568,0.23628185101291735,0.14500099898726598,0.2373927152033775,0.14542898191500464,0.2427058430085293,0.14796814678191422,0.2388754917844664,0.14554781361087685
heartrate__ar_coefficient__coeff_0__k_10,7.0846489647210005,8.698806851218844,6.636609735732075,8.09357090066368,6.700698962249423,7.873431493116107,6.892654762601504,8.161029790357826,6.690211679161352,7.706470454723254
heartrate__ar_coefficient__coeff_10__k_10,0.014213108773449619,0.0560576324840866,0.016198352383487418,0.05797725617591496,0.015944257123583962,0.056633304834966765,0.016554304837479487,0.05681290778920482,0.014910490103566225,0.05707890128137294
heartrate__ar_coefficient__coeff_1__k_10,0.6712973049746934,0.2248453212013037,0.6753266359827659,0.2264826766578687,0.6827685927348613,0.2275849085606643,0.6757519027968437,0.2315640489409689,0.6726318488664939,0.22627291461686505
heartrate__ar_coefficient__coeff_2__k_10,0.06853714771065833,0.15262750829848404,0.07037605979388832,0.15694655864707846,0.06884924348344244,0.15292065722950346,0.06470153210211853,0.15799091098654555,0.07168021057877763,0.1514568550255193
heartrate__ar_coefficient__coeff_3__k_10,0.07228285020011971,0.09751590666300752,0.06899724936548866,0.0996532667224136,0.06479535876488271,0.09316443620505722,0.07112231263076912,0.09856825678502001,0.06977576605696748,0.09292393804773268
heartrate__ar_coefficient__coeff_4__k_10,0.021999330058817275,0.08680555202997049,0.0243120139747806,0.08780437576643645,0.02262581086045021,0.08448033327095877,0.020325393195175567,0.08748854131636806,0.021666252109547087,0.08418160341129417
heartrate__ar_coefficient__coeff_5__k_10,0.021344410970702138,0.07869127519841687,0.018857160516955573,0.07686931409985796,0.01974392016417368,0.07638696901450255,0.021372909324766657,0.07802584486022687,0.022414661505163185,0.07545199000246243
heartrate__ar_coefficient__coeff_6__k_10,0.006679033911554736,0.07560049791668871,0.009889087439884493,0.07486749419361656,0.007285281234391988,0.07266821451027969,0.00769631671695302,0.07435648903013573,0.008273783205565221,0.07346528735645948
heartrate__ar_coefficient__coeff_7__k_10,0.015784632760876112,0.07333846689468265,0.015524468183048574,0.07344497493496717,0.014623851074570704,0.07248067914896852,0.015276908075443397,0.07299556242737669,0.015069422863343966,0.0718222503758044
heartrate__ar_coefficient__coeff_8__k_10,0.005076409802202607,0.06820610516140868,0.004203230265957522,0.06949071118603839,0.00430277439954957,0.06867556828013803,0.005321024107116053,0.06802960795021967,0.005311479257431234,0.06744850488432838
heartrate__ar_coefficient__coeff_9__k_10,0.012409574787047259,0.06955768430074766,0.011306256593823978,0.06995667594846973,0.01343691472810575,0.06859402595509094,0.012956871223080332,0.0672714859548619,0.01306448903455028,0.06797182865589267
"heartrate__augmented_dickey_fuller__attr_""pvalue""__autolag_""aic""",0.2048724588067205,0.2673480024731002,0.2112693205946385,0.2708531720293631,0.2065383992455123,0.269047874990763,0.2062477498911549,0.26847530626333194,0.2083717281283916,0.26845487703169485
"heartrate__augmented_dickey_fuller__attr_""teststat""__autolag_""aic""",-3.091240776747524,2.08802679014907,-3.0348871191368687,2.073097411014213,-3.0724749397396574,2.052696033649619,-3.0906563220974865,2.0929753350732927,-3.0308073780723714,1.9814009036268962
heartrate__autocorrelation__lag_1,0.8441813353526413,0.16095122598439404,0.8511239713720592,0.15071693119171362,0.8492896940370259,0.16032716395366325,0.8420980025443806,0.1745008827665497,0.8460660684115193,0.16970155744622206
heartrate__autocorrelation__lag_2,0.7821585561581855,0.18454312085073893,0.7914074554525946,0.17487027301308694,0.7909167295963315,0.17214869566740812,0.7835946244579314,0.17932888267204938,0.7901558429691775,0.17458630385324114
heartrate__autocorrelation__lag_3,0.7387576398427116,0.2067024200496203,0.747239469319713,0.19700210150444114,0.7430461501978936,0.20296380018117965,0.7348667478721084,0.2127366587553362,0.7427794281010663,0.2092117006420368
heartrate__autocorrelation__lag_4,0.7072473956358418,0.2102387393159785,0.716916876921643,0.2022404644241053,0.7133062270940168,0.2023272698730028,0.7061232912132731,0.2074501394504614,0.7158080207085904,0.2020409556765231
heartrate__autocorrelation__lag_5,0.6753816036883158,0.2236271194666148,0.6839950240177711,0.21605566593264214,0.6781715974906275,0.2212637722741672,0.6696326935104047,0.23072200490145425,0.6797348223271803,0.2262655943647185
heartrate__autocorrelation__lag_6,0.6515044746732302,0.2241395036040911,0.6614255850916818,0.2183021597734458,0.6566704246967185,0.2187035630957337,0.6498001018821801,0.223505386960046,0.6607988447201779,0.21810553082770556
heartrate__autocorrelation__lag_7,0.6265729422390645,0.23442399400258795,0.6360722811366127,0.2273761319065062,0.6288389591743915,0.2327458028574123,0.6209422273227502,0.24067634622202835,0.6313814278338999,0.2372112996106664
heartrate__autocorrelation__lag_8,0.6080040506832857,0.2335333029549183,0.6186308218868938,0.2277310824800624,0.6128812148154232,0.22898719586471936,0.6066647963971941,0.2328511779030996,0.6176808033817124,0.2285048142750401
heartrate__autocorrelation__lag_9,0.5868512876934013,0.24184286341889205,0.5965120985732175,0.2356296485471793,0.5892013580136698,0.2403585948064119,0.5821448940072749,0.2471255919912733,0.5923833942536879,0.2444139760701212
heartrate__benford_correlation,-0.15053361632876072,0.3884385195529633,-0.15788623910284685,0.3798044474701355,-0.13398304673745734,0.4059616022300528,-0.1541794367762266,0.3837851427361603,-0.14145046643447096,0.3935282582743587
heartrate__binned_entropy__max_bins_10,1.8112814073233463,0.3522611213953571,1.8186006889035704,0.34596240658715105,1.8194232145068792,0.3353531570358838,1.8211363405181256,0.3384307180758689,1.825150216609536,0.3263364691440788
heartrate__c3__lag_1,613292.6071514912,338561.113070465,608254.5128575332,330131.27868715377,621492.5402133914,347979.4677298738,603662.2584618748,333823.05187930434,618573.5260670083,339855.3782301656
heartrate__c3__lag_2,612776.2293766852,338581.7172361265,607827.4391687404,330341.9641595648,621056.8365138199,348175.2295370242,603207.2197791046,334005.79536134517,618166.312665947,340030.9613299665
heartrate__c3__lag_3,612393.9786554091,338597.6149335374,607396.5702839792,330181.82125881396,620603.4335865022,348056.243145498,602735.9025139613,333860.52440914256,617724.9241831456,339877.1566664254
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.2__ql_0.0",-0.016129479296512768,0.132468221935058,-0.009512737732884736,0.11890491005105992,-0.01366902283365174,0.1332619404791711,-0.016736819862419282,0.1543646765510986,-0.01658328167561723,0.1358268627230103
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.4__ql_0.0",-0.021076256422665977,0.11107857843924462,-0.014047438104219205,0.07889817740930535,-0.016450164566556156,0.08393108356280972,-0.019388229523461115,0.11708637765603365,-0.019669508646942047,0.11165700103450107
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.4__ql_0.2",-0.02738982779368404,0.1085383243000578,-0.0223150170150308,0.10487220815253913,-0.025749355965646748,0.11619954812533582,-0.025942523153634437,0.11940587922461098,-0.0233017957381292,0.1084703638570376
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.0",-0.02181607105862881,0.08199682139732865,-0.014953384027035622,0.06184607188187621,-0.018996106169820292,0.06305333615961213,-0.02082501601525104,0.07888753948980938,-0.02176313962207906,0.08039006689412488
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.2",-0.033717010738640425,0.10116947967404424,-0.027234410252060103,0.09406497956811492,-0.03187943578185344,0.09742177956872597,-0.03341268729730807,0.1040771319291272,-0.03342179101081685,0.10178461986190504
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.4",-0.0313696745357655,0.12062072204376953,-0.02807312790606369,0.11976991568692928,-0.03031591580195267,0.1185410249466272,-0.034138507200920265,0.12643482929160602,-0.03188640060327002,0.12091468101081458
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.0",-0.018622247979661628,0.061030572261491486,-0.014337233155461015,0.050754192834245364,-0.01726461708876301,0.05212576586620854,-0.018119250324645026,0.05735588750052575,-0.018508391639499383,0.05920166595388149
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.2",-0.03318622072617675,0.09010198822019644,-0.027018162886030827,0.07737031002976685,-0.030580344336111332,0.08238787458506114,-0.03291400475799237,0.09077344620962452,-0.03286294761856804,0.08921613660409873
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.4",-0.04276817181047552,0.10981249745483697,-0.03848085131941504,0.10640059270670364,-0.043382252929914135,0.10833264659383596,-0.044983719936408116,0.10845501960181413,-0.04551064380061497,0.1143662005672428
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.8__ql_0.6",-0.041624589047832214,0.12438331448478088,-0.03955447672128106,0.18435776450628952,-0.04218631106093497,0.18260870825990497,-0.046393478663364164,0.18731785123260786,-0.04437208690428554,0.18625242764657465
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.0",0.0012528479273113695,0.028079908237162984,0.001759810557179091,0.02785436142372209,0.0011003402590250096,0.02755214780553978,0.0014843533571574185,0.0286277249133646,0.002317197980182514,0.02798666404741025
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.2",-0.012280931679251449,0.06317846786971744,-0.009105877860678029,0.05352418766909115,-0.01082974538664637,0.054959603142421695,-0.01167639718171793,0.06268951637763093,-0.010891046295290438,0.05976828063703547
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.4",-0.027520377705993405,0.08916536118238927,-0.022435708462703336,0.07962183143687512,-0.026407004968640117,0.08368164666145647,-0.02710989414002457,0.08604792227033592,-0.026974594934905498,0.0857795701765023
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.6",-0.04681018405626858,0.1376303779431299,-0.04177674906301149,0.12109271375287832,-0.04816847324818906,0.13217703559157404,-0.04615425005933543,0.1284189007897642,-0.047552278499938434,0.13059479567703375
"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_1.0__ql_0.8",-0.08151307731549251,0.2573818607298297,-0.07510623014975427,0.2303721106415436,-0.08723233580315999,0.2537637486280783,-0.0774380073908701,0.24293131216798705,-0.08775408629277098,0.2446279528215256
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.2__ql_0.0",0.8053753493496135,0.6361992906617304,0.8202537221196121,0.7086541898571921,0.8035739763304448,0.677664182973923,0.8201660770609253,0.6602241383445515,0.8204758500545308,0.6605781837793686
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.4__ql_0.0",0.9293124052880146,0.6441040934235364,0.9482108017948484,0.7798702638747108,0.9377322195450748,0.7812139041564959,0.9659250919106072,0.8069501885461577,0.9611784731688864,0.7842561020513956
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.4__ql_0.2",0.5900921763400815,0.4009537983639052,0.5906618852905094,0.4167759578944715,0.5897575665303186,0.41992404361276015,0.606005244065294,0.44333966032787203,0.6022318258478913,0.4341077329224581
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.6__ql_0.0",1.0480005450699463,0.7302905785534914,1.058120460215222,0.830593064065648,1.0611367005522645,0.9113743624098936,1.1025392227324466,0.9692962859751404,1.088083600281756,0.9007126833975428
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.6__ql_0.2",0.8446064795388477,0.5749267611973535,0.8449164611742028,0.582387254001665,0.8475015638463991,0.626986231581361,0.8790810152153129,0.6880093354619026,0.8666782237634922,0.6436908651063962
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.6__ql_0.4",0.6006231091731379,0.4305161701571661,0.6034828226609128,0.4231493274002242,0.6018155229290116,0.4178857050666473,0.6208019309107163,0.4909857744455869,0.6145019247218722,0.4766974007718797
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.0",1.1839583045511592,0.8158417925212066,1.1885297823529952,0.9031729495121436,1.1956517321883144,1.0025574377842632,1.244056762720697,1.075458003182581,1.2209132421975464,0.9936147053944496
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.2",1.0600367982616894,0.7256483342097756,1.0648632525199493,0.8128628723956589,1.068807972085685,0.8655332786407595,1.110796104584186,0.9386799836514048,1.0874767209808018,0.8868195797755616
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.4",0.9418190230477446,0.6456568624104086,0.9522223993270936,0.7483917690283007,0.9474842487082276,0.7469417741314395,0.9803075601395812,0.8239406172539835,0.9630230839178304,0.8034097965086087
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_0.8__ql_0.6",0.7156707010178242,0.4836267513484507,0.7295011996124859,0.5802877693867307,0.7185949925137406,0.5564765151085904,0.7345062974707067,0.5705728870825849,0.7232319120030888,0.5609133575136643
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.0",1.4937937940854824,1.0321461515820731,1.4889522027648754,1.138114202435191,1.5058036518537623,1.2284688493798055,1.5543653910571718,1.2825054192513086,1.5247746780353348,1.1959689275543868
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.2",1.4570937463863238,1.0222698360487066,1.455402456004666,1.1397755268701402,1.4709822299678696,1.1983776736774945,1.5142026707673737,1.2470567395821175,1.47839350635474,1.1673325880976304
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.4",1.466351361743738,1.041702304851685,1.4699177301598545,1.1527750398787742,1.479270711518271,1.1637447621416646,1.5146137226918492,1.2098575646341834,1.485058747750721,1.1647723928063876
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.6",1.4877841929773514,1.0665400556838949,1.4921176717996183,1.1303045451697948,1.498401721442316,1.1231420164995016,1.5109368352464465,1.1060479696610843,1.485481306386481,1.0550817365238867
"heartrate__change_quantiles__f_agg_""mean""__isabs_true__qh_1.0__ql_0.8",1.5463287416208942,1.1662029900522362,1.534449880908297,1.1515330054513924,1.5547333175673246,1.1686055642021835,1.5561633673062218,1.1383061022556884,1.5402418882331652,1.0908866068709675
"heartrate__change_quantiles__f_agg_""var""__isabs_false__qh_0.2__ql_0.0",2.2809493828081204,8.670152628649873,2.315887257578757,8.970753285471302,2.1461741130574183,8.642928785846005,2.3354730720892767,8.767242273109305,2.289216401159314,8.494055901773294
